Timestamp,Date and Time,"power MAX, GW","power MIN, GW","power GUESS, GW","annualised consumption MAX, TWh","annualised consumption MIN, TWh","annualised consumption GUESS, TWh"
1288396800,2010-10-30 0:00:00,0.000409604,5.79E-05,0.000219281,0.00359059,0.000507806,0.001922215
1288483200,2010-10-31 0:00:00,0.000423372,5.99E-05,0.000226651,0.003711279,0.000524875,0.001986826
1288569600,2010-11-01 0:00:00,0.00043691,6.18E-05,0.000233899,0.003829951,0.000541658,0.002050357
1288656000,2010-11-02 0:00:00,0.000440109,6.22E-05,0.000235612,0.003857997,0.000545625,0.002065371
1288742400,2010-11-03 0:00:00,0.000455928,6.45E-05,0.00024408,0.003996667,0.000565236,0.002139608
1288828800,2010-11-04 0:00:00,0.000474323,6.71E-05,0.000253928,0.004157915,0.000588041,0.002225932
1288915200,2010-11-05 0:00:00,0.000498457,7.05E-05,0.000266848,0.004369477,0.000617962,0.002339191
1289001600,2010-11-06 0:00:00,0.000512888,7.25E-05,0.000274574,0.004495976,0.000635852,0.002406912
1289088000,2010-11-07 0:00:00,0.00053627,7.58E-05,0.000287091,0.004700939,0.000664839,0.002516638
1289174400,2010-11-08 0:00:00,0.000573228,8.11E-05,0.000306876,0.005024913,0.000710658,0.002690077
1289260800,2010-11-09 0:00:00,0.000604901,8.55E-05,0.000323833,0.005302564,0.000749925,0.002838717
1289347200,2010-11-10 0:00:00,0.000645575,9.13E-05,0.000345607,0.005659109,0.00080035,0.003029592
1289433600,2010-11-11 0:00:00,0.000690953,9.77E-05,0.0003699,0.006056896,0.000856608,0.003242547
1289520000,2010-11-12 0:00:00,0.000701877,9.93E-05,0.000375748,0.006152653,0.000870151,0.003293811
1289606400,2010-11-13 0:00:00,0.000743058,0.000105088,0.000397794,0.006513644,0.000921205,0.003487066
1289692800,2010-11-14 0:00:00,0.000793825,0.000112268,0.000424973,0.006958669,0.000984143,0.00372531
1289779200,2010-11-15 0:00:00,0.000800783,0.000113252,0.000428698,0.007019664,0.00099277,0.003757963
1289865600,2010-11-16 0:00:00,0.000811743,0.000114802,0.000434565,0.007115738,0.001006357,0.003809396
1289952000,2010-11-17 0:00:00,0.000836089,0.000118246,0.000447599,0.00732916,0.001036541,0.003923651
1290038400,2010-11-18 0:00:00,0.000870477,0.000123109,0.000466008,0.007630603,0.001079173,0.004085028
1290124800,2010-11-19 0:00:00,0.000902605,0.000127653,0.000483208,0.007912235,0.001119003,0.004235799
1290211200,2010-11-20 0:00:00,0.000876374,0.000123943,0.000469165,0.007682293,0.001086483,0.0041127
1290297600,2010-11-21 0:00:00,0.000851986,0.000120494,0.000456109,0.007468505,0.001056248,0.003998249
1290384000,2010-11-22 0:00:00,0.000877849,0.000124151,0.000469955,0.007695223,0.001088312,0.004119622
1290470400,2010-11-23 0:00:00,0.000886107,0.000125319,0.000474376,0.007767616,0.00109855,0.004158378
1290556800,2010-11-24 0:00:00,0.000897691,0.000126958,0.000480577,0.007869156,0.001112911,0.004212737
1290643200,2010-11-25 0:00:00,0.00089373,0.000126398,0.000478457,0.007834437,0.001108,0.00419415
1290729600,2010-11-26 0:00:00,0.000930585,0.00013161,0.000498187,0.008157505,0.001153691,0.004367104
1290816000,2010-11-27 0:00:00,0.000984192,0.000139191,0.000526885,0.008627426,0.001220151,0.004618675
1290902400,2010-11-28 0:00:00,0.001010995,0.000142982,0.000541234,0.008862384,0.00125338,0.00474446
1290988800,2010-11-29 0:00:00,0.001049525,0.000148431,0.000561861,0.00920014,0.001301148,0.004925276
1291075200,2010-11-30 0:00:00,0.001109584,0.000156925,0.000594013,0.009726609,0.001375605,0.005207121
1291161600,2010-12-01 0:00:00,0.001146574,0.000162157,0.000613816,0.010050872,0.001421464,0.005380714
1291248000,2010-12-02 0:00:00,0.001180215,0.000166914,0.000631826,0.010345765,0.00146317,0.005538585
1291334400,2010-12-03 0:00:00,0.001203952,0.000170271,0.000644533,0.010553844,0.001492598,0.00564998
1291420800,2010-12-04 0:00:00,0.00127883,0.000180861,0.000684619,0.011210225,0.001585428,0.006001372
1291507200,2010-12-05 0:00:00,0.001370263,0.000193792,0.000733567,0.012011723,0.001698781,0.006430452
1291593600,2010-12-06 0:00:00,0.001432674,0.000202619,0.000766979,0.012558823,0.001776156,0.006723341
1291680000,2010-12-07 0:00:00,0.001490852,0.000210847,0.000798125,0.01306881,0.001848282,0.006996362
1291766400,2010-12-08 0:00:00,0.00154012,0.000217815,0.0008245,0.013500695,0.001909362,0.00722757
1291852800,2010-12-09 0:00:00,0.001581227,0.000223628,0.000846506,0.013861032,0.001960323,0.007420476
1291939200,2010-12-10 0:00:00,0.001614681,0.000228359,0.000864416,0.014154292,0.002001798,0.007577472
1292025600,2010-12-11 0:00:00,0.001650566,0.000233435,0.000883627,0.014468864,0.002046287,0.007745878
1292112000,2010-12-12 0:00:00,0.001670621,0.000236271,0.000894364,0.014644662,0.00207115,0.007839991
1292198400,2010-12-13 0:00:00,0.001643869,0.000232487,0.000880042,0.01441016,0.002037985,0.00771445
1292284800,2010-12-14 0:00:00,0.001663924,0.000235324,0.000890778,0.014585957,0.002062848,0.007808563
1292371200,2010-12-15 0:00:00,0.001722325,0.000243583,0.000922043,0.015097902,0.00213525,0.008082632
1292457600,2010-12-16 0:00:00,0.001754516,0.000248136,0.000939276,0.015380084,0.002175159,0.008233698
1292544000,2010-12-17 0:00:00,0.00178291,0.000252152,0.000954477,0.015628987,0.00221036,0.008366947
1292630400,2010-12-18 0:00:00,0.001761987,0.000249192,0.000943276,0.015445575,0.002184421,0.008268758
1292716800,2010-12-19 0:00:00,0.001781413,0.00025194,0.000953676,0.015615869,0.002208505,0.008359924
1292803200,2010-12-20 0:00:00,0.001808314,0.000255744,0.000968077,0.015851678,0.002241855,0.008486165
1292889600,2010-12-21 0:00:00,0.001855748,0.000262453,0.000993471,0.016267485,0.002300661,0.008708766
1292976000,2010-12-22 0:00:00,0.00184021,0.000260255,0.000985153,0.016131284,0.002281398,0.008635851
1293062400,2010-12-23 0:00:00,0.001837845,0.000259921,0.000983887,0.016110549,0.002278466,0.00862475
1293148800,2010-12-24 0:00:00,0.001851243,0.000261816,0.000991059,0.016227993,0.002295076,0.008687624
1293235200,2010-12-25 0:00:00,0.001907446,0.000269764,0.001021147,0.016720673,0.002364754,0.008951379
1293321600,2010-12-26 0:00:00,0.001888643,0.000267105,0.001011081,0.016555843,0.002341442,0.008863138
1293408000,2010-12-27 0:00:00,0.001944302,0.000274977,0.001040878,0.01704375,0.002410446,0.009124338
1293494400,2010-12-28 0:00:00,0.001939892,0.000274353,0.001038518,0.017005097,0.002404979,0.009103645
1293580800,2010-12-29 0:00:00,0.001954026,0.000276352,0.001046084,0.017128993,0.002422501,0.009169973
1293667200,2010-12-30 0:00:00,0.001996427,0.000282349,0.001068783,0.017500683,0.002475068,0.009368956
1293753600,2010-12-31 0:00:00,0.002021162,0.000285847,0.001082025,0.017717502,0.002505732,0.009485029
1293840000,2011-01-01 0:00:00,0.002044129,0.000289095,0.00109432,0.017918834,0.002534206,0.009592812
1293926400,2011-01-02 0:00:00,0.00209713,0.000296591,0.001122695,0.018383446,0.002599915,0.009841541
1294012800,2011-01-03 0:00:00,0.002107706,0.000298086,0.001128356,0.018476153,0.002613026,0.009891172
1294099200,2011-01-04 0:00:00,0.002089595,0.000295525,0.00111866,0.018317389,0.002590573,0.009806178
1294185600,2011-01-05 0:00:00,0.002104411,0.00029762,0.001126592,0.018447265,0.002608941,0.009875707
1294272000,2011-01-06 0:00:00,0.002086299,0.000295059,0.001116896,0.018288501,0.002586487,0.009790713
1294358400,2011-01-07 0:00:00,0.002126306,0.000300717,0.001138314,0.018639197,0.002636085,0.009978457
1294444800,2011-01-08 0:00:00,0.00214468,0.000303316,0.00114815,0.018800263,0.002658864,0.010064683
1294531200,2011-01-09 0:00:00,0.002159729,0.000305444,0.001156206,0.018932182,0.002677521,0.010135306
1294617600,2011-01-10 0:00:00,0.002178115,0.000308044,0.001166049,0.019093355,0.002700315,0.01022159
1294704000,2011-01-11 0:00:00,0.002239778,0.000316765,0.001199061,0.019633897,0.002776762,0.010510968
1294790400,2011-01-12 0:00:00,0.002265636,0.000320422,0.001212904,0.019860567,0.00280882,0.010632315
1294876800,2011-01-13 0:00:00,0.002359128,0.000333644,0.001262954,0.020680113,0.002924725,0.011071057
1294963200,2011-01-14 0:00:00,0.002392943,0.000338427,0.001281057,0.020976539,0.002966648,0.011229749
1295049600,2011-01-15 0:00:00,0.002385533,0.000337379,0.00127709,0.02091158,0.002957461,0.011194973
1295136000,2011-01-16 0:00:00,0.002452626,0.000346867,0.001313009,0.021499722,0.00304064,0.011509834
1295222400,2011-01-17 0:00:00,0.002537451,0.000358864,0.001358419,0.022243295,0.003145801,0.011907904
1295308800,2011-01-18 0:00:00,0.002512425,0.000355325,0.001345022,0.022023916,0.003114775,0.01179046
1295395200,2011-01-19 0:00:00,0.002560315,0.000362098,0.00137066,0.022443723,0.003174147,0.012015203
1295481600,2011-01-20 0:00:00,0.002604665,0.00036837,0.001394402,0.022832492,0.00322913,0.012223329
1295568000,2011-01-21 0:00:00,0.002635953,0.000372795,0.001411152,0.023106763,0.003267919,0.01237016
1295654400,2011-01-22 0:00:00,0.002676291,0.0003785,0.001432747,0.023460363,0.003317928,0.012559459
1295740800,2011-01-23 0:00:00,0.002667295,0.000377227,0.001427931,0.023381508,0.003306775,0.012517244
1295827200,2011-01-24 0:00:00,0.002683038,0.000379454,0.001436359,0.023519515,0.003326293,0.012591126
1295913600,2011-01-25 0:00:00,0.002716773,0.000384225,0.001454419,0.023815232,0.003368116,0.012749437
1296000000,2011-01-26 0:00:00,0.002741512,0.000387724,0.001467663,0.024032094,0.003398786,0.012865534
1296086400,2011-01-27 0:00:00,0.002726208,0.000385559,0.00145947,0.023897937,0.003379812,0.012793713
1296172800,2011-01-28 0:00:00,0.002759118,0.000390214,0.001477088,0.024186427,0.003420613,0.012948155
1296259200,2011-01-29 0:00:00,0.002820325,0.00039887,0.001509855,0.024722967,0.003496494,0.013235391
1296345600,2011-01-30 0:00:00,0.002856862,0.000404037,0.001529415,0.025043249,0.00354179,0.013406853
1296432000,2011-01-31 0:00:00,0.002890505,0.000408795,0.001547426,0.02533817,0.0035835,0.013564739
1296518400,2011-02-01 0:00:00,0.002980009,0.000421454,0.001595342,0.026122761,0.003694463,0.013984768
1296604800,2011-02-02 0:00:00,0.002999426,0.0004242,0.001605737,0.026292968,0.003718534,0.014075888
1296691200,2011-02-03 0:00:00,0.003026025,0.000427961,0.001619976,0.026526135,0.00375151,0.014200714
1296777600,2011-02-04 0:00:00,0.003122687,0.000441632,0.001671724,0.027373471,0.003871347,0.014654333
1296864000,2011-02-05 0:00:00,0.003171016,0.000448467,0.001697597,0.027797128,0.003931263,0.014881137
1296950400,2011-02-06 0:00:00,0.003227402,0.000456442,0.001727783,0.028291402,0.004001167,0.015145746
1297036800,2011-02-07 0:00:00,0.003316007,0.000468973,0.001775218,0.029068121,0.004111016,0.015561561
1297123200,2011-02-08 0:00:00,0.003390431,0.000479498,0.00181506,0.029720514,0.004203282,0.015910818
1297209600,2011-02-09 0:00:00,0.00357506,0.00050561,0.001913901,0.031338976,0.004432176,0.016777259
1297296000,2011-02-10 0:00:00,0.003735292,0.000528271,0.001999681,0.032743567,0.004630823,0.017529204
1297382400,2011-02-11 0:00:00,0.003804233,0.000538021,0.002036589,0.033347907,0.004716293,0.017852736
1297468800,2011-02-12 0:00:00,0.003945163,0.000557952,0.002112035,0.034583301,0.004891011,0.018514101
1297555200,2011-02-13 0:00:00,0.004097805,0.00057954,0.002193752,0.035921362,0.005080249,0.01923043
1297641600,2011-02-14 0:00:00,0.004174295,0.000590358,0.002213849,0.036591866,0.005175076,0.019406596
1297728000,2011-02-15 0:00:00,0.004373038,0.000618465,0.002296309,0.038334053,0.005421468,0.020129442
1297814400,2011-02-16 0:00:00,0.004499886,0.000636405,0.002339535,0.039446002,0.005578728,0.020508363
1297900800,2011-02-17 0:00:00,0.004642591,0.000656587,0.002391356,0.040696949,0.005755645,0.020962628
1297987200,2011-02-18 0:00:00,0.004940707,0.000698749,0.002521163,0.04331024,0.006125235,0.022100517
1298073600,2011-02-19 0:00:00,0.005035173,0.000712109,0.002547714,0.044138325,0.006242349,0.022333264
1298160000,2011-02-20 0:00:00,0.005287846,0.000747844,0.002653441,0.046353254,0.0065556,0.023260064
1298246400,2011-02-21 0:00:00,0.005529074,0.00078196,0.002774489,0.048467862,0.006854662,0.024321174
1298332800,2011-02-22 0:00:00,0.005753943,0.000813763,0.002887329,0.050439064,0.007133443,0.025310324
1298419200,2011-02-23 0:00:00,0.006098927,0.000862553,0.003060442,0.053463193,0.007561137,0.026827832
1298505600,2011-02-24 0:00:00,0.006286977,0.000889148,0.003154805,0.05511164,0.007794271,0.027655022
1298592000,2011-02-25 0:00:00,0.006399667,0.000905085,0.003211353,0.056099478,0.007933978,0.02815072
1298678400,2011-02-26 0:00:00,0.006911107,0.000977417,0.003467994,0.060582768,0.008568036,0.030400435
1298764800,2011-02-27 0:00:00,0.007377023,0.00104331,0.00370179,0.064666987,0.009145655,0.032449895
1298851200,2011-02-28 0:00:00,0.007531349,0.001065136,0.003779231,0.066019803,0.00933698,0.033128739
1298937600,2011-03-01 0:00:00,0.007474458,0.00105709,0.003750683,0.065521098,0.009266449,0.032878489
1299024000,2011-03-02 0:00:00,0.007532919,0.001065358,0.003780019,0.066033569,0.009338927,0.033135647
1299110400,2011-03-03 0:00:00,0.007873538,0.00111353,0.003950941,0.069019432,0.009761208,0.034633953
1299196800,2011-03-04 0:00:00,0.008371429,0.001183946,0.004200783,0.073383945,0.010378468,0.036824065
1299283200,2011-03-05 0:00:00,0.009022224,0.001275986,0.004527352,0.07908882,0.011185291,0.039686772
1299369600,2011-03-06 0:00:00,0.009533653,0.001348316,0.004783987,0.083572002,0.011819334,0.041936433
1299456000,2011-03-07 0:00:00,0.009947276,0.001406813,0.004991544,0.087197825,0.012332123,0.04375587
1299542400,2011-03-08 0:00:00,0.010333776,0.001461474,0.005185489,0.090585878,0.012811285,0.045455996
1299628800,2011-03-09 0:00:00,0.010430317,0.001475128,0.005233933,0.09143216,0.012930972,0.04588066
1299715200,2011-03-10 0:00:00,0.010191427,0.001441343,0.005114058,0.089338051,0.012634808,0.044829836
1299801600,2011-03-11 0:00:00,0.009265847,0.001400281,0.004717747,0.081224414,0.012274862,0.041355767
1299888000,2011-03-12 0:00:00,0.008004623,0.001318661,0.004158251,0.070168529,0.011559383,0.036451228
1299974400,2011-03-13 0:00:00,0.006662373,0.001209687,0.00354604,0.05840236,0.010604116,0.031084583
1300060800,2011-03-14 0:00:00,0.005725268,0.001154556,0.003134509,0.0501877,0.010120838,0.027477109
1300147200,2011-03-15 0:00:00,0.0049509,0.00112244,0.002804641,0.043399593,0.009839313,0.02458548
1300233600,2011-03-16 0:00:00,0.004314601,0.001126438,0.002556635,0.037821794,0.009874352,0.022411466
1300320000,2011-03-17 0:00:00,0.003913716,0.001167184,0.002429382,0.034307634,0.010231533,0.021295959
1300406400,2011-03-18 0:00:00,0.003869643,0.00115404,0.002402024,0.033921292,0.010116315,0.021056143
1300492800,2011-03-19 0:00:00,0.00375946,0.00112118,0.002333629,0.032955423,0.009828264,0.020456594
1300579200,2011-03-20 0:00:00,0.003847606,0.001147468,0.002388345,0.033728116,0.010058704,0.020936232
1300665600,2011-03-21 0:00:00,0.00400627,0.001194786,0.002486833,0.035118966,0.010473496,0.021799582
1300752000,2011-03-22 0:00:00,0.004037122,0.001203987,0.002505984,0.03538941,0.01055415,0.021967456
1300838400,2011-03-23 0:00:00,0.004129675,0.001231589,0.002563435,0.036200733,0.01079611,0.022471072
1300924800,2011-03-24 0:00:00,0.004178156,0.001246047,0.002593529,0.036625714,0.010922852,0.022734873
1301011200,2011-03-25 0:00:00,0.004343718,0.001295423,0.002696299,0.038077032,0.011355677,0.023635758
